"Title","ID","Page Types","slug","Author","pageOwner","Methods","Domains","Person","Project","Organisation","Files","Internal Links","Description","Country Tag","Activity","Person Type","Person Project Coordonation","Person Project Participation","Person Organisation","Person Organisation Roles","Person Organisation - Former","Person Organisation Roles Former","External Links","Organisation Type","Organisation Project","Organisation Project Roles","Organisation People","Organisation People Roles","Organisation Has Member","Organisation Member Of","Organisation Established Date","Project Funded","Project Coordinator","Project Participant Team","Project Organisation","Project Organisation Roles","Project Start Date","Project End Date","Post Content Rich 1","Post Content Rich 2","Post Content Rich 3","Post Content Rich 4","Post Content Rich 5","Post Content Rich 6","Post Content Rich 7","Post Content Rich 8","Post Content Rich 9","Post Content Rich 10","Post Image 1","Post Image 2","Post Image 3","Post Image 4","Post Image 5","Post Image 6","Post Image 7","Post Image 8","Post Image 9","Post Image 10","Media Files","HomePageConfig_featuredOrganisations","HomePageConfig_featuredProjects","HomePageConfig_featuredPeople","Linkedin Link","Website Link","Research Gate Link","ORCID Link","Created Date","Updated Date","Owner"
"Elisabeth Mayerhofer","e69a3447-82c2-489f-80e1-ef71e2a492cf","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","elisabeth-mayerhofer-bg70a","[""9c913cec-344d-4be8-80d9-1a91273893b7""]","[""9c913cec-344d-4be8-80d9-1a91273893b7""]","[""3c4917d4-7467-4fef-a6a3-af7b61b9e196"",""b1d63812-7f03-4fa0-bfc7-b8d89363baa8"",""6c84e284-84b3-49dd-938d-3a5d8a9f7259"",""f0c6523a-d803-4dc9-83ad-b5415d395997"",""62ab648a-382e-45eb-8833-bc7f49f9b53a"",""dda76cda-872f-4340-9052-b1db8dec90f8"",""19a0517e-64e5-48f8-823e-f8ca544c6447"",""310e47a9-a0b4-44ec-b8ec-c6e01648d9f7"",""8e33b625-2cdf-4e19-bd56-6c032da33926"",""46852406-fd55-4a9a-8222-d91c3595110a"",""36e5f3ff-5089-46ea-8d43-ae291ee9bd24"",""133cc9da-19a4-484d-af28-63184ba197f3"",""58e4467f-804c-4ed1-8820-32d5443dd866"",""0000324d-d8a8-4ccc-8aca-f7c6f5d3c8d4"",""c8800cb3-c7db-4eed-af54-a2bccd22d858"",""1bd32d66-b4fe-4207-b371-157a41107d11""]","[""9fc4e030-af14-4758-b196-a6e944f572a4"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""fbc8b693-f1b1-496a-8591-769ad797ad0d"",""b5ca1e23-5548-4d91-adfe-eeb08f2062a6"",""fca15479-fa61-4bac-9600-c327f6ccb1c2"",""21181beb-717e-44c5-aa42-1497a9ab763c"",""b6eb6f2d-beae-4471-b980-95b11d48b675"",""dfef94c1-0a2b-4305-be91-66ace52b285b"",""0b4ebe18-ea9c-426c-970b-00f3b67a1334"",""b5791a5e-8819-4afe-b69b-97aaed7f7565"",""a7dd83e8-450f-43e9-998a-cb6d7b97ea80""]","[""9c913cec-344d-4be8-80d9-1a91273893b7""]",,,,,"<p></p>
","[""77164e27-9402-4336-bc1f-84b08612a080""]","[""74fbdf38-08bf-4cf3-8098-17cc3c6e78f6"",""01f60d9e-63a4-454e-b358-9e70da19be08"",""0328a866-26be-4e56-a301-4150e8e49637"",""7eab6072-16a2-4552-9c1c-302872015bf9"",""97c85dd0-f73b-47d8-b6d7-6da45e0cfaf5"",""cccf946c-4083-42d0-a0f1-626a5b1be7f1"",""ae2e0148-a19b-4769-ae0d-383c518ae94f"",""9a2f6a0a-126d-449c-93c8-000461d95487"",""81ba246b-b771-480a-bbf5-33d69020b0e9""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":""Elisabeth Mayerhofer"",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-11-09T16:05:41Z,2025-11-09T16:05:41Z,"9256d78a-f645-4708-b5a4-3f6b2cea21dd"
"Lars Münter","e6b327d3-c5f4-4df5-9e79-cc8f8840d4c3","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","lars-mnter-bwhwd","[""40ddc48a-e1fa-4de5-86d3-6b22c9e13a50""]","[""40ddc48a-e1fa-4de5-86d3-6b22c9e13a50""]",,"[""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""2bb9642d-dc5a-4fc3-a812-9f98e987705e"",""3e20987c-c439-4214-bfff-515f49d8a65f"",""06d3bcfb-31b8-4df1-ae21-9828715a6ef8""]","[""40ddc48a-e1fa-4de5-86d3-6b22c9e13a50""]",,,,,"<p>Lars Münter is a European leader in health literacy and wellbeing. As International Director of the Nordic Wellbeing Academy, he advances practical initiatives and systems change, including serving as Communications Lead for the Nordic Health 2030 Movement and active member of the European Health Futures Forum. For over 20 years, he has built cross-border platforms in Denmark, the Nordics, and Europe to promote self-care, empowerment, and citizen action. By bridging communication and science, Lars fosters knowledge sharing among stakeholders and sectors, embedding corporate social responsibility and collaborative action at the heart of health, innovation, and sustainable transformation</p>
","[""4e144877-22d0-4625-b7d0-f40683982c80""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-10-28T13:11:28Z,2025-10-28T13:11:28Z,"49871fbb-64a0-46a9-ab53-81aaf84cb252"
"Niina Kolehmainen","e782db3b-998e-41b5-ba0e-20d2533ad8e4","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","niina-kolehmainen-gcx62","[""4d3cd6a8-a6c8-47a9-a558-53ab0971b83f""]","[""4d3cd6a8-a6c8-47a9-a558-53ab0971b83f""]","[""b1d63812-7f03-4fa0-bfc7-b8d89363baa8"",""6c84e284-84b3-49dd-938d-3a5d8a9f7259"",""f0c6523a-d803-4dc9-83ad-b5415d395997""]","[""255f22bd-fa84-4b93-a1f3-df2944b48ffa"",""efa0e29d-99f2-4ffd-b390-9d3ba0b78bbe"",""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb""]","[""4d3cd6a8-a6c8-47a9-a558-53ab0971b83f""]",,,,,"<p></p>
","[""4f54955a-fc9f-4d1b-9058-88ddb2835ee2""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-02-05T11:10:41Z,2025-02-05T11:10:41Z,"245183f6-5940-430e-9033-dd046ba008b9"
"Vitalii Stoliarchuk","e793b93e-0229-4d7e-8e80-47a0affb64c2","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","vitalii-stoliarchuk-zg5a2","[""7d06ba05-43bc-4a7d-ab5d-1a28d5e29cac""]","[""7d06ba05-43bc-4a7d-ab5d-1a28d5e29cac"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,"[""6f5e327f-0f1e-4995-8932-f941bfeaa520"",""c3b703d6-78c6-42f8-9a8a-db6c65dbc9f8"",""a3163581-632b-446d-a865-310c71a41a85""]","[""7d06ba05-43bc-4a7d-ab5d-1a28d5e29cac""]",,,,,"<p></p>
","[""e193c711-0ac0-494e-bcc2-8ce045f23001""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/in/StoliarchukSV2","https://orcid.org/0000-0001-6082-75770",,,2024-11-18T16:08:07Z,2024-12-17T08:45:53Z,
"MERYEM LAGHMARI","e7964ad6-9987-481d-88e3-c05de01314ca","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","meryem-laghmari-aak18","[""7411a64c-873e-4773-b44c-975abf7a8219""]","[""7411a64c-873e-4773-b44c-975abf7a8219""]",,"[""6f7469f2-f328-4a77-9090-123cb9fd5de4"",""9fc4e030-af14-4758-b196-a6e944f572a4"",""223ac996-74f6-4b45-b3e0-3979932ffb76"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""b99431d0-ed19-4f73-bc7c-fae45125034a"",""efa0e29d-99f2-4ffd-b390-9d3ba0b78bbe"",""878dc6c9-9211-499f-81ae-a9f063bf5081"",""ba75fa79-780e-4c7f-838d-bf7ceb2f4e18"",""dfef94c1-0a2b-4305-be91-66ace52b285b"",""2d21aff6-1630-449f-b501-9cd88200fb21"",""7339df30-8091-42f8-9ad8-8d3d54c0cf4f""]","[""7411a64c-873e-4773-b44c-975abf7a8219""]",,,,,"<p>Recently graduated of a Ph.D. in Anthropology in March 2025. My research focuses on the practices of anticipating future trends through foresight and forecasting methods. My hybrid expertise, combining 7 years of academic research and professional experience, enables me to leverage deep social insights to explore future possibilities and better understand human behavior and needs.</p>
","[""f7eb1aa9-cd72-4449-89ae-daca79c07377""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f"",""6fe782a4-be1b-4f23-b990-c828eab06793""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-04-12T07:48:09Z,2025-04-12T08:16:54Z,"6c3eea8b-bd9d-4245-867b-0551f7638830"
"Sophie Collette","e7a0eeca-3a46-4812-bf37-f7ea78ab22d9","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","sophie-collette-96l24","[""ccf6c1b9-8707-4b58-ad4c-f674e0b2f98f""]","[""ccf6c1b9-8707-4b58-ad4c-f674e0b2f98f""]",,"[""21181beb-717e-44c5-aa42-1497a9ab763c""]","[""ccf6c1b9-8707-4b58-ad4c-f674e0b2f98f""]",,,,,"<p></p>
","[""4adca122-9621-47ea-bb41-1079a3cf4219""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":""Sophie Collette"",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-01-07T09:21:45Z,2025-01-07T09:21:45Z,"a98e442a-7dfd-4cf0-933b-593ad0a4c402"
"i-Portunus Houses","e8d013ac-f377-47ac-bac3-b792aa829851","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","i-portunus-houses-h3g35","[""96f61b50-b22e-4d5b-8730-597ef586e951""]",,,"[""b7a75255-0e72-4a39-8baa-2c43226f28b3"",""0e1048be-630f-424c-806d-bb2aac576213"",""ef4be6b1-f847-46ed-81bd-92d934f3dadc""]",,"[""e3b24e71-f732-4db8-a79d-9c0b048542b7""]",,,,,,,,,,,,,,,,,,,,,,,,,,"[""58a99a1a-76d0-4fc9-a58d-42b5624d79d3"",""ee1d7957-3a52-4ca4-9963-cf3d9a1bc5c1"",""83f7fdef-eb5d-4e7c-8b8d-aa7b576d0b7d""]","[{""organisation"":""European Cultural Foundation"",""role"":""Coordinator""},{""organisation"":""MitOst e.V."",""role"":""""},{""organisation"":""Kultura Nova Foundation"",""role"":""""},{""organisation"":"""",""role"":""""}]",,,"<p>The i-Portunus Houses project, implemented on behalf of the European Commission by a consortium of three partners – the European Cultural Foundation (coordinator), MitOst, and Kultura Nova Foundation – was dedicated to testing and analysing diverse transnational mobility schemes for the cultural sector. Apart from granting support for local hosts from all Creative Europe countries for the mobility of artists and cultural professionals, the project also included research on mobility in culture and the design of policy recommendations.</p>
","<p>In the research, the mobility of artists and cultural professionals is understood as the temporary, cross-border travel of artists and cultural professionals with the purpose of creating, connecting, exploring and learning. The research was carried out by experts from different disciplines with Dea Vidović being the research leader. As a result of the aforementioned research, in 2022 Kultura Nova Foundation published a 4-volume publication. Each volume represents one of the research sections:&nbsp;</p>
<p>(1) conceptual framework of mobility in culture;&nbsp;</p>
<p>(2) the study on mobility in culture from the perspectives of artists, cultural professionals, hosts and funders;&nbsp;</p>
<p>(3) an evaluation of i-Portunus Houses mobility grant scheme and&nbsp;</p>
<p>(4) scenario for the future of mobility in culture.&nbsp;&nbsp;</p>
<p>The research covers a wide range of topics related to mobility in culture, such as its participatory and networking dimension, its digital dimension and virtual mobility, as well as its green dimension. The culmination of the research, alongside extensive recommendations and action points for sustainable mobility, is Scenario for the Future which introduces a new concept of ""slow mobility"".</p>
<p>https://culturalfoundation.eu/programmes/i-portunus-houses/&nbsp;</p>
<p>https://kulturanova.hr/eng/rampd/projects/i-portunus-houses</p>
","<p></p>
",,,,,,,,"{""url"":""https://static.wixstatic.com/media/471908_dff452142315455d8d9654c1385f3c83~mv2.webp"",""caption"":""""}","{""url"":"" "",""caption"":""""}",,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-10-28T08:33:59Z,2024-10-28T08:41:46Z,"d3268e01-e2ba-455a-81c4-d86515cf97f8"
"EU Policy Lab","e8debc5f-90ec-4262-9c58-6fa5be1f6276","[""e0e12984-c4f3-4800-b201-3cdf4c4a01e8""]","eu-policy-lab-ie1cd","[""2ce1087f-b775-422f-83b5-e222995e1fbc""]","[""2ce1087f-b775-422f-83b5-e222995e1fbc""]","[""3c4917d4-7467-4fef-a6a3-af7b61b9e196"",""b1d63812-7f03-4fa0-bfc7-b8d89363baa8"",""8e33b625-2cdf-4e19-bd56-6c032da33926"",""932d682a-b111-46b2-b6a5-aade8c598da6"",""5debdc5d-652a-4130-a24b-49a3ec66ee66"",""dda76cda-872f-4340-9052-b1db8dec90f8"",""58e4467f-804c-4ed1-8820-32d5443dd866"",""f17b8201-5b2f-4b91-914e-0d266ea1312a"",""475c850e-d389-4122-97b9-c5fec1771fb9"",""c396378a-bdd0-4426-bb91-308e8bc709e3"",""6cef96c8-0acd-4cb2-bda9-ce095d8ef111"",""f0c6523a-d803-4dc9-83ad-b5415d395997""]","[""0e1048be-630f-424c-806d-bb2aac576213"",""9fc4e030-af14-4758-b196-a6e944f572a4""]",,,"[""6cdfc14a-1b0a-49df-bf17-e0e85688951d""]",,,,"[""4adca122-9621-47ea-bb41-1079a3cf4219""]",,,,,,,,,,"[""1479f9f5-e3fa-4b24-8d95-e1fb628871b6""]",,,,,,"[""f85b3c01-69e8-4688-8766-14c3910bea1b"",""2202a680-08ba-4055-aa8d-bf6ea285978f""]",,,,,,,,,"<p><a href=""https://policy-lab.ec.europa.eu/index_en"" target=""_blank"">The EU Policy Lab</a> is a space for cross-disciplinary exploration and innovation in policymaking. We apply collaborative, systemic and forward-looking approaches to help bringing the scientific knowledge of the Joint Research Centre into EU policymaking.<br><br>We experiment with the new, the unprecedented and the unknown. We seek to augment our understanding of the present, challenge and reinvent the way we think about the future. <br><br>The EU Policy Lab is also a mindset and a way of working together that combines stories and data, anticipation and analysis, imagination and action. We bring new practical and radical perspectives to tackle complex problems in a collaborative way. Together, we explore, connect and ideate to create better policies.</p>
<p><a href=""https://knowledge4policy.ec.europa.eu/foresight_en"" target=""_blank"">The Competence Centre on Foresight</a> is part of the EU Policy Lab and  supports EU policy making by providing strategic and future-oriented input, developing an anticipatory culture inside the European Commission, and continuously experimenting and developing different methods and tools to make foresight useful for decision making processes.&nbsp;</p>
","<p></p>
",,,,,,,,,"{""url"":"" "",""caption"":""""}",,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-12-16T10:33:25Z,2025-03-07T09:48:30Z,"27b8f38f-62fb-4eaf-ac7b-280d48bb016d"
"Francisco Alcaide-Monterrubio","e98c95df-af29-440b-9796-586637daad7b","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","francisco-alcaide-monterrubio-qo0in","[""00a531a6-8574-4bdf-9179-a25f65ffad11""]","[""00a531a6-8574-4bdf-9179-a25f65ffad11""]",,,"[""00a531a6-8574-4bdf-9179-a25f65ffad11""]",,,,,"<p></p>
","[""e0b7f833-7a38-4338-90f2-d0ce0a8f86b1""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://es.linkedin.com/in/francisco-alcaide-monterrubio","https://scholar.google.com/citations?user=g7GIn7MAAAAJ&hl=en","https://www.researchgate.net/profile/Francisco_Alcaide_Monterrubio","http://orcid.org/0000-0002-3373-3978",2025-06-16T14:57:54Z,2025-06-16T14:57:54Z,"4f9ee4bc-c1ab-4c49-bd8e-1497f27839f4"
"Iva Vancurova","eab85aa1-2d5b-40a1-911a-08c6a99eb742","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","iva-vancurova-jy2bt","[""805b8615-2c53-4abb-9abb-a225441972f9""]","[""805b8615-2c53-4abb-9abb-a225441972f9""]","[""f0c6523a-d803-4dc9-83ad-b5415d395997""]","[""f011fe56-0ff9-49c7-b0a3-f71908ca4668""]","[""805b8615-2c53-4abb-9abb-a225441972f9""]",,,,,"<p></p>
","[""870d0d9e-5988-4ad5-a4d4-8293d035a290""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-11-27T10:27:24Z,2024-11-27T10:27:24Z,"feac92e8-be0a-4e39-9275-fe74776c300c"
"Sofia H Ribeiro","eb70ab8b-d510-440f-bcb2-a0c724cf17b1","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","sofia-h-ribeiro-ecbr7","[""9700dcc1-1c24-4020-9935-5e95a112a93d""]","[""9700dcc1-1c24-4020-9935-5e95a112a93d""]",,,"[""9700dcc1-1c24-4020-9935-5e95a112a93d""]",,,,,"<p></p>
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-03-22T16:55:02Z,2025-03-22T16:55:02Z,"7ad34606-7037-48fd-b766-6ddd4b1822e1"
"ALVA Research and Consulting","ec351b89-ae5e-4cf5-a457-31e6bc540afd","[""e0e12984-c4f3-4800-b201-3cdf4c4a01e8""]","alva-research-and-consulting-p707l","[""dd89a881-3fc0-4b26-b961-23af4fe9feff""]","[""dd89a881-3fc0-4b26-b961-23af4fe9feff""]","[""3c4917d4-7467-4fef-a6a3-af7b61b9e196"",""b1d63812-7f03-4fa0-bfc7-b8d89363baa8"",""932d682a-b111-46b2-b6a5-aade8c598da6""]",,,,"[""f5d9aa2c-7fe7-48fc-998b-36f022398b58""]",,,,"[""b4f2e746-15b1-49f1-a1f8-3240135e6a1d""]",,,,,,,,,,,,,,,,,,,,,,,,,"<p></p>
","<p></p>
",,,,,,,,,"{""url"":"" "",""caption"":""""}",,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-12-23T12:06:48Z,2024-12-23T12:06:48Z,"0baa08a6-e95e-4d15-b0c3-ff9125950ca8"
"Nicoletta Boldrini","ec6029c1-7e36-4e55-b300-bb7bfb656576","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","nicoletta-boldrini-h9oqs","[""dcb7309d-29d0-4a90-adc7-37499cd40960""]","[""dcb7309d-29d0-4a90-adc7-37499cd40960"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,"[""9fc4e030-af14-4758-b196-a6e944f572a4"",""b43f4e42-15ce-4719-8df3-9aec8bf5fcdb"",""414e11bd-1c1c-4d88-b63e-f24a3b2c711a"",""b99431d0-ed19-4f73-bc7c-fae45125034a"",""2d21aff6-1630-449f-b501-9cd88200fb21""]","[""dcb7309d-29d0-4a90-adc7-37499cd40960""]",,,,,"<p>I am a facilitator. I facilitate people and companies to:<br>- KNOWING (knowledge): developing critical thinking through information, dissemination and literacy<br>- KNOWING HOW TO BE (mindset): stimulating and developing futures thinking through Future Literacy<br>- KNOWING HOW TO DO (discovery): training, facilitating and practising Futures&amp;Foresight</p>
<p>I specialize in ETS – Emerging Technologies Scanning and Technology Foresight, I’m a Maieutic Facilitator, Practitioner &amp; Trainer using Futures&amp;Foresight and the methodological frameworks of Creative Problem Setting/Solving, Liberating Structures, Design Thinking and LEGO® SERIOUS PLAY® methods (certified by AMT - The Association of Master Trainers) in workshops for companies and academies.<br><br>A humanist lent to Science, I am a journalist and popularizer in the field of Science/Tech and Futures Literacy Advocate (with a focus on emerging technologies and future scenarios), Editor-in-Chief of Tech4Future, events’ speaker and anchor.<br><br>Member of the Board of Directors of AFI, the Association of Italian Futurists. Member of APF - Association of Professional Futurists, WFSF - World Futures Studies Federation, and IFTF, Institute for the Future, I actively participate in international communities of practice in the field of Futures Studies and contribute to Futures Literacy.<br></p>
","[""f1763107-ed68-48ce-96ee-53480a677461""]","[""c48dc03b-8b35-4b17-805d-d3750d17568f"",""0328a866-26be-4e56-a301-4150e8e49637"",""97c85dd0-f73b-47d8-b6d7-6da45e0cfaf5"",""74fbdf38-08bf-4cf3-8098-17cc3c6e78f6""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/in/nicolettaboldrini/","https://tech4future.info/",,,2024-11-18T16:05:31Z,2025-04-21T14:23:58Z,
"Agathe Acchiardo","ed39b856-762b-45e3-ac6e-d4de876e003d",,"agathe-acchiardo-hgbj0",,,,,,,,,,"<p>Founder &amp; CEO of Think Next since 2018, a boutique consultancy specialised in strategic foresight and innovation in health. Think Next clients are forward-thinkers in the health sector who are keen to explore trends and scenarios to challenge their thinking about the future(s) and strengthen their strategic approach. Clients include some of the most innovative companies in life-sciences and medical devices such as AstraZeneca, Alcon, Roche... <br><br>I'm a member of Spanish Association for Foresight, and of the European Health Futures Forum.<br><br>I'm a coach and mentor for two European incubators focusing on health start-ups, and I deliver educational interventions and masterclasses on foresight in several schools and universities, such as Elisava, the LISA Institute, or the Ingolstadt School of Management. <br><br>I'm also a keynote speaker, panellist, or organizing committee member for several health or foresight conferences, such as the International VR in healthcare conference, the Dubai Future Forum or the Helsinki Radical Health Festival.<br><br>I have contributed to the 2025 edition of short novel book from the collective OneDay2050.<br></p>
","[""610f591d-8a30-4ac9-bd3e-df637905ffc2""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,"https://www.linkedin.com/in/agatheacchiardo/",,,,2025-10-30T12:00:36Z,2025-10-30T12:00:36Z,"23bf2f5e-8453-4659-a807-c332073422d3"
"FOD ERA ITR","ee21a3d2-46c0-4f59-ab6b-47047bd81b36","[""fcb0cbbc-98a5-4743-8c8b-1cb1c8326a85""]","fod-era-itr-bxgin","[""98dbf692-1c5a-47f2-8b35-238ed1fb1275""]","[""98dbf692-1c5a-47f2-8b35-238ed1fb1275""]","[""f8964bce-35ee-4ee6-89f0-6e4dd3a290d8""]",,,"[""44c7f4d9-ecdd-498f-863e-4791e4d02b3f""]",,,,,"[""e1b13728-5253-484b-92d6-0c451813adff""]",,,,,,,,,,,,,,,,,,,,,,,"2021-05-31T22:00:00.000Z","2023-09-30T22:00:00.000Z","<p>Industrial technology roadmaps under the new ERA for research and innovation support the implementation of the updated EU Industrial Strategy, by linking key partnerships under Horizon Europe with industrial ecosystems, and combining efforts to disseminate research results and roll them out faster in the economy. This roadmap focuses on the EU industrial ecosystems for textile, construction and energy-intensive industries. These ecosystems stand out as they have an excessive impact on waste generation and pollution (air, soil and water pollutants) compared to their share of gross value added in the economy. Energy-intensive industries serve various value chains across different EU industrial ecosystems, influencing, among other things, their circularity.<br></p>
","<p></p>
",,,,,,,,,"{""url"":"" "",""caption"":""""}",,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2025-01-29T10:17:50Z,2025-01-30T10:40:03Z,"5ed9d078-986c-4140-b299-d4fb545a0176"
"Austeja Trinkunaite","ee4cbdfc-ec7c-4fd4-8186-5095cd60b002","[""ff988067-2fee-41f2-9b33-7eb14d282b17""]","austeja-trinkunaite-eaod8","[""3876f822-b54c-4b9c-a6bf-37bdd74ef362""]","[""3876f822-b54c-4b9c-a6bf-37bdd74ef362"",""d5357589-65fd-456f-a506-7a4d1275451c"",""79e69062-1f22-4acd-bd5c-b4b0f17a3dad""]",,"[""83c53a4a-888f-4569-ae5e-1b10ccbe425f""]","[""3876f822-b54c-4b9c-a6bf-37bdd74ef362""]",,,,,"<p></p>
","[""4adca122-9621-47ea-bb41-1079a3cf4219""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""displayName"":"""",""url"":"""",""fileName"":"""",""thumbnail"":"""",""sizeInBytes"":"""",""type"":""""}]",,,,,,,,2024-11-18T16:11:56Z,2024-12-29T20:35:26Z,
